# x,y,rho,vel_x,vel_y,p
9.350000000000000533e-01,1.499999999999999944e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.450000000000000622e-01,1.499999999999999944e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.550000000000000711e-01,1.499999999999999944e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.649999999999999689e-01,1.499999999999999944e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.749999999999999778e-01,1.499999999999999944e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.849999999999999867e-01,1.499999999999999944e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.949999999999999956e-01,1.499999999999999944e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000104e-03,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
1.499999999999999944e-02,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
2.500000000000000139e-02,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
3.499999999999999639e-02,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
4.499999999999999833e-02,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
5.500000000000000028e-02,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
6.500000000000000222e-02,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
7.500000000000001110e-02,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
8.500000000000000611e-02,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
9.500000000000000111e-02,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
1.050000000000000100e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
1.150000000000000050e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
1.250000000000000000e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
1.350000000000000089e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
1.450000000000000178e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
1.549999999999999989e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
1.650000000000000078e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
1.750000000000000167e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
1.849999999999999978e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
1.950000000000000067e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
2.050000000000000155e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
2.149999999999999967e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
2.250000000000000056e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
2.350000000000000144e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
2.449999999999999956e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
2.550000000000000044e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
2.650000000000000133e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
2.750000000000000222e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
2.850000000000000311e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
2.949999999999999845e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
3.049999999999999933e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
3.150000000000000022e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
3.250000000000000111e-01,2.500000000000000139e-02,5.312999999999999945e-01,8.276000000000000023e-01,0.000000000000000000e+00,4.000000000000000222e-01
3.350000000000000200e-01,2.500000000000000139e-02,5.313000000000003276e-01,8.275999999999993362e-01,0.000000000000000000e+00,4.000000000000004663e-01
3.450000000000000289e-01,2.500000000000000139e-02,5.313000000000130951e-01,8.275999999999745782e-01,0.000000000000000000e+00,4.000000000000138445e-01
3.550000000000000377e-01,2.500000000000000139e-02,5.313000000003282874e-01,8.275999999993653988e-01,0.000000000000000000e+00,4.000000000003461342e-01
3.649999999999999911e-01,2.500000000000000139e-02,5.313000000075112084e-01,8.275999999854857236e-01,0.000000000000000000e+00,4.000000000079168561e-01
3.750000000000000000e-01,2.500000000000000139e-02,5.313000001588025212e-01,8.275999996931390212e-01,0.000000000000000000e+00,4.000000001673808536e-01
3.850000000000000089e-01,2.500000000000000139e-02,5.313000031021113401e-01,8.275999940056558701e-01,0.000000000000000000e+00,4.000000032696824914e-01
3.950000000000000178e-01,2.500000000000000139e-02,5.313000560108326331e-01,8.275998917678052402e-01,0.000000000000000000e+00,4.000000590364675146e-01
4.050000000000000266e-01,2.500000000000000139e-02,5.313009357789320042e-01,8.275981917445491831e-01,0.000000000000000000e+00,4.000009863326045578e-01
4.150000000000000355e-01,2.500000000000000139e-02,5.313144952657642417e-01,8.275719881450127602e-01,0.000000000000000000e+00,4.000152792467397411e-01
4.249999999999999889e-01,2.500000000000000139e-02,5.315084885387513225e-01,8.271967511903287607e-01,0.000000000000000000e+00,4.002199357214895059e-01
4.349999999999999978e-01,2.500000000000000139e-02,5.340317249337592775e-01,8.222704931724188482e-01,0.000000000000000000e+00,4.029058605881153943e-01
4.450000000000000067e-01,2.500000000000000139e-02,5.586433530605707798e-01,7.728904460939115539e-01,0.000000000000000000e+00,4.303454161960222346e-01
4.550000000000000155e-01,2.500000000000000139e-02,6.652734091541232520e-01,5.716160127502228905e-01,0.000000000000000000e+00,5.589217166348086074e-01
4.650000000000000244e-01,2.500000000000000139e-02,8.261651707922197385e-01,3.173827879705006794e-01,0.000000000000000000e+00,7.681839392651195197e-01
4.750000000000000333e-01,2.500000000000000139e-02,9.335591862811239983e-01,1.701021152424819494e-01,0.000000000000000000e+00,9.174770251818813449e-01
4.849999999999999867e-01,2.500000000000000139e-02,9.731693265066957421e-01,1.144257509756213681e-01,0.000000000000000000e+00,9.795432675438673353e-01
4.949999999999999956e-01,2.500000000000000139e-02,9.668446400610737346e-01,9.998580127377826310e-02,0.000000000000000000e+00,9.956358140954660874e-01
5.050000000000000044e-01,2.500000000000000139e-02,9.852914272092756498e-01,9.765849720138768120e-02,0.000000000000000000e+00,9.972415044301603526e-01
5.150000000000000133e-01,2.500000000000000139e-02,9.947344053073444714e-01,9.704605287308967765e-02,0.000000000000000000e+00,9.965071635882153389e-01
5.250000000000000222e-01,2.500000000000000139e-02,9.965351895035134966e-01,9.636691765477091443e-02,0.000000000000000000e+00,9.957083285305458054e-01
5.350000000000000311e-01,2.500000000000000139e-02,9.964614118227055339e-01,9.585896437038490814e-02,0.000000000000000000e+00,9.951100870306954782e-01
5.450000000000000400e-01,2.500000000000000139e-02,9.964261653116815998e-01,9.577130676262088360e-02,0.000000000000000000e+00,9.950068967610808945e-01
5.550000000000000488e-01,2.500000000000000139e-02,9.967843750614324705e-01,9.619208170973200800e-02,0.000000000000000000e+00,9.955027783126156882e-01
5.650000000000000577e-01,2.500000000000000139e-02,9.974551341144681782e-01,9.698689376033085841e-02,0.000000000000000000e+00,9.964400267555845181e-01
5.750000000000000666e-01,2.500000000000000139e-02,9.982254773191607811e-01,9.789950583219914071e-02,0.000000000000000000e+00,9.975171389590622439e-01
5.849999999999999645e-01,2.500000000000000139e-02,9.989044859544827792e-01,9.870350320137744049e-02,0.000000000000000000e+00,9.984668885252723225e-01
5.949999999999999734e-01,2.500000000000000139e-02,9.993979146225878685e-01,9.928754219392574298e-02,0.000000000000000000e+00,9.991572808499398217e-01
6.049999999999999822e-01,2.500000000000000139e-02,9.997038438337494393e-01,9.964957390222077549e-02,0.000000000000000000e+00,9.995854342999744846e-01
6.149999999999999911e-01,2.500000000000000139e-02,9.998689770764637164e-01,9.984497086842235303e-02,0.000000000000000000e+00,9.998165792076654235e-01
6.250000000000000000e-01,2.500000000000000139e-02,9.999476313280112327e-01,9.993803662788577902e-02,0.000000000000000000e+00,9.999266858246774747e-01
6.350000000000000089e-01,2.500000000000000139e-02,9.999810147360905788e-01,9.997753636934327004e-02,0.000000000000000000e+00,9.999734209111353911e-01
6.450000000000000178e-01,2.500000000000000139e-02,9.999937353099652704e-01,9.999258752580542087e-02,0.000000000000000000e+00,9.999912294670648683e-01
6.550000000000000266e-01,2.500000000000000139e-02,9.999981126991100977e-01,9.999776691639827852e-02,0.000000000000000000e+00,9.999973577820036041e-01
6.650000000000000355e-01,2.500000000000000139e-02,9.999994795505710021e-01,9.999938419602466544e-02,0.000000000000000000e+00,9.999992713710660341e-01
6.750000000000000444e-01,2.500000000000000139e-02,9.999998683321346116e-01,9.999984420848781475e-02,0.000000000000000000e+00,9.999998156650062864e-01
6.850000000000000533e-01,2.500000000000000139e-02,9.999999693833342418e-01,9.999996377387250501e-02,0.000000000000000000e+00,9.999999571366684492e-01
6.950000000000000622e-01,2.500000000000000139e-02,9.999999934463450479e-01,9.999999224561124944e-02,0.000000000000000000e+00,9.999999908248831115e-01
7.050000000000000711e-01,2.500000000000000139e-02,9.999999987070071761e-01,9.999999847011042942e-02,0.000000000000000000e+00,9.999999981898098911e-01
7.149999999999999689e-01,2.500000000000000139e-02,9.999999997646512595e-01,9.999999972153131300e-02,0.000000000000000000e+00,9.999999996705111194e-01
7.249999999999999778e-01,2.500000000000000139e-02,9.999999999604510803e-01,9.999999995320511814e-02,0.000000000000000000e+00,9.999999999446314014e-01
7.349999999999999867e-01,2.500000000000000139e-02,9.999999999938616879e-01,9.999999999273696816e-02,0.000000000000000000e+00,9.999999999914060966e-01
7.449999999999999956e-01,2.500000000000000139e-02,9.999999999991200372e-01,9.999999999895861635e-02,0.000000000000000000e+00,9.999999999987675414e-01
7.550000000000000044e-01,2.500000000000000139e-02,9.999999999998834266e-01,9.999999999986207422e-02,0.000000000000000000e+00,9.999999999998365752e-01
7.650000000000000133e-01,2.500000000000000139e-02,9.999999999999856781e-01,9.999999999998306077e-02,0.000000000000000000e+00,9.999999999999800160e-01
7.750000000000000222e-01,2.500000000000000139e-02,9.999999999999983347e-01,9.999999999999807654e-02,0.000000000000000000e+00,9.999999999999974465e-01
7.850000000000000311e-01,2.500000000000000139e-02,9.999999999999997780e-01,9.999999999999974187e-02,0.000000000000000000e+00,9.999999999999995559e-01
7.950000000000000400e-01,2.500000000000000139e-02,1.000000000000000000e+00,9.999999999999997780e-02,0.000000000000000000e+00,1.000000000000000000e+00
8.050000000000000488e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.150000000000000577e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.250000000000000666e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.350000000000000755e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.449999999999999734e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.549999999999999822e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.649999999999999911e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.750000000000000000e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.850000000000000089e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.950000000000000178e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.050000000000000266e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.150000000000000355e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.250000000000000444e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.350000000000000533e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.450000000000000622e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.550000000000000711e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.649999999999999689e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.749999999999999778e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.849999999999999867e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.949999999999999956e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
