# x,y,rho,vel_x,vel_y,p
9.250000000000000444e-01,1.499999999999999944e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.350000000000000533e-01,1.499999999999999944e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.450000000000000622e-01,1.499999999999999944e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.550000000000000711e-01,1.499999999999999944e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.649999999999999689e-01,1.499999999999999944e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.749999999999999778e-01,1.499999999999999944e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.849999999999999867e-01,1.499999999999999944e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.949999999999999956e-01,1.499999999999999944e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000104e-03,2.500000000000000139e-02,5.312999999999999945e-01,1.000000000000000056e-01,7.276000000000000245e-01,4.000000000000000222e-01
1.499999999999999944e-02,2.500000000000000139e-02,5.312999999999999945e-01,1.000000000000000056e-01,7.276000000000000245e-01,4.000000000000000222e-01
2.500000000000000139e-02,2.500000000000000139e-02,5.312999999999999945e-01,1.000000000000000056e-01,7.276000000000000245e-01,4.000000000000000222e-01
3.499999999999999639e-02,2.500000000000000139e-02,5.312999999999999945e-01,1.000000000000000056e-01,7.276000000000000245e-01,4.000000000000000222e-01
4.499999999999999833e-02,2.500000000000000139e-02,5.312999999999999945e-01,1.000000000000000056e-01,7.276000000000000245e-01,4.000000000000000222e-01
5.500000000000000028e-02,2.500000000000000139e-02,5.312999999999999945e-01,1.000000000000000056e-01,7.276000000000000245e-01,4.000000000000000222e-01
6.500000000000000222e-02,2.500000000000000139e-02,5.312999999999999945e-01,1.000000000000000056e-01,7.276000000000000245e-01,4.000000000000000222e-01
7.500000000000001110e-02,2.500000000000000139e-02,5.312999999999999945e-01,1.000000000000000056e-01,7.276000000000000245e-01,4.000000000000000222e-01
8.500000000000000611e-02,2.500000000000000139e-02,5.312999999999999945e-01,1.000000000000000056e-01,7.276000000000000245e-01,4.000000000000000222e-01
9.500000000000000111e-02,2.500000000000000139e-02,5.312999999999999945e-01,1.000000000000000056e-01,7.276000000000000245e-01,4.000000000000000222e-01
1.050000000000000100e-01,2.500000000000000139e-02,5.312999999999999945e-01,1.000000000000000056e-01,7.276000000000000245e-01,4.000000000000000222e-01
1.150000000000000050e-01,2.500000000000000139e-02,5.312999999999999945e-01,1.000000000000000056e-01,7.276000000000000245e-01,4.000000000000000222e-01
1.250000000000000000e-01,2.500000000000000139e-02,5.312999999999999945e-01,1.000000000000000056e-01,7.276000000000000245e-01,4.000000000000000222e-01
1.350000000000000089e-01,2.500000000000000139e-02,5.312999999999999945e-01,1.000000000000000056e-01,7.276000000000000245e-01,4.000000000000000222e-01
1.450000000000000178e-01,2.500000000000000139e-02,5.312999999999999945e-01,1.000000000000000056e-01,7.276000000000000245e-01,4.000000000000000222e-01
1.549999999999999989e-01,2.500000000000000139e-02,5.312999999999999945e-01,1.000000000000000056e-01,7.276000000000000245e-01,4.000000000000000222e-01
1.650000000000000078e-01,2.500000000000000139e-02,5.312999999999999945e-01,1.000000000000000056e-01,7.276000000000000245e-01,4.000000000000000222e-01
1.750000000000000167e-01,2.500000000000000139e-02,5.312999999999999945e-01,1.000000000000000056e-01,7.276000000000000245e-01,4.000000000000000222e-01
1.849999999999999978e-01,2.500000000000000139e-02,5.313000000000002165e-01,9.999999999999963085e-02,7.276000000000001355e-01,4.000000000000001887e-01
1.950000000000000067e-01,2.500000000000000139e-02,5.313000000000056566e-01,9.999999999998844535e-02,7.276000000000000245e-01,4.000000000000060174e-01
2.050000000000000155e-01,2.500000000000000139e-02,5.313000000001188994e-01,9.999999999976015574e-02,7.276000000000001355e-01,4.000000000001252554e-01
2.149999999999999967e-01,2.500000000000000139e-02,5.313000000019028057e-01,9.999999999616686341e-02,7.276000000000000245e-01,4.000000000020055846e-01
2.250000000000000056e-01,2.500000000000000139e-02,5.313000000246097532e-01,9.999999995049090040e-02,7.276000000000001355e-01,4.000000000259390509e-01
2.350000000000000144e-01,2.500000000000000139e-02,5.313000002644459041e-01,9.999999946873490420e-02,7.276000000000000245e-01,4.000000002787308939e-01
2.449999999999999956e-01,2.500000000000000139e-02,5.313000024084297834e-01,9.999999516844011727e-02,7.276000000000001355e-01,4.000000025385296309e-01
2.550000000000000044e-01,2.500000000000000139e-02,5.313000188731397122e-01,9.999996219405850317e-02,7.276000000000000245e-01,4.000000198926378370e-01
2.650000000000000133e-01,2.500000000000000139e-02,5.313001287622752811e-01,9.999974245625038727e-02,7.276000000000001355e-01,4.000001357178354366e-01
2.750000000000000222e-01,2.500000000000000139e-02,5.313007721284377372e-01,9.999845800458377620e-02,7.275999999999999135e-01,4.000008138383611689e-01
2.850000000000000311e-01,2.500000000000000139e-02,5.313041016044671716e-01,9.999182167135826915e-02,7.276000000000001355e-01,4.000043231865434978e-01
2.949999999999999845e-01,2.500000000000000139e-02,5.313194298559850148e-01,9.996132006142115223e-02,7.275999999999996914e-01,4.000204798439324638e-01
3.049999999999999933e-01,2.500000000000000139e-02,5.313825525854282139e-01,9.983592504534626044e-02,7.276000000000001355e-01,4.000870190345664490e-01
3.150000000000000022e-01,2.500000000000000139e-02,5.316161213373207239e-01,9.937274180557373326e-02,7.276000000000001355e-01,4.003332955064020093e-01
3.250000000000000111e-01,2.500000000000000139e-02,5.323948777685937328e-01,9.783135258852998506e-02,7.276000000000001355e-01,4.011551245030660628e-01
3.350000000000000200e-01,2.500000000000000139e-02,5.347314962826617002e-01,9.321828021756724258e-02,7.276000000000003576e-01,4.036270186389621095e-01
3.450000000000000289e-01,2.500000000000000139e-02,5.409720638841342133e-01,8.095707480995809058e-02,7.276000000000002466e-01,4.102695299146075780e-01
3.550000000000000377e-01,2.500000000000000139e-02,5.553800824336992958e-01,5.297227696076371034e-02,7.276000000000001355e-01,4.258058554198505541e-01
3.649999999999999911e-01,2.500000000000000139e-02,5.826845710518621102e-01,1.388259357303332515e-03,7.275999999744920954e-01,4.559111917891294774e-01
3.750000000000000000e-01,2.500000000000000139e-02,6.224787758298681029e-01,-7.024248523361327490e-02,7.275999933155030686e-01,5.010915078209566831e-01
3.850000000000000089e-01,2.500000000000000139e-02,6.654979121455522062e-01,-1.432197098395884827e-01,7.275996930656331019e-01,5.513147995674696489e-01
3.950000000000000178e-01,2.500000000000000139e-02,7.005489731440960322e-01,-1.994970945814859842e-01,7.275943211659072762e-01,5.931324694320109225e-01
4.050000000000000266e-01,2.500000000000000139e-02,7.229690797098953237e-01,-2.342023377277873686e-01,7.275406054075311824e-01,6.203415349316595551e-01
4.150000000000000355e-01,2.500000000000000139e-02,7.345877095430035641e-01,-2.520789359990677214e-01,7.271799209093985361e-01,6.347968150378733299e-01
4.249999999999999889e-01,2.500000000000000139e-02,7.392452691811494114e-01,-2.599019146333336194e-01,7.253815184513707770e-01,6.412111821620268826e-01
4.349999999999999978e-01,2.500000000000000139e-02,7.397525622810932067e-01,-2.627645976960093499e-01,7.183650386898571272e-01,6.435631343473779964e-01
4.450000000000000067e-01,2.500000000000000139e-02,7.370124802440771727e-01,-2.635401713897228548e-01,6.964361663349444287e-01,6.442393935067756150e-01
4.550000000000000155e-01,2.500000000000000139e-02,7.306518170609865859e-01,-2.634299360077213548e-01,6.412681380501806805e-01,6.444245303716891193e-01
4.650000000000000244e-01,2.500000000000000139e-02,7.214516993299787684e-01,-2.626413541858689804e-01,5.308580409693910429e-01,6.446021851698451322e-01
4.750000000000000333e-01,2.500000000000000139e-02,7.142789048669354601e-01,-2.612869527214264354e-01,3.612101764691015293e-01,6.447082852368059003e-01
4.849999999999999867e-01,2.500000000000000139e-02,7.150881995807740754e-01,-2.601032073477528850e-01,1.746182791540098478e-01,6.445099457827906386e-01
4.949999999999999956e-01,2.500000000000000139e-02,7.216857679712472828e-01,-2.595989129695758790e-01,4.416237753964313145e-02,6.443386614592661044e-01
5.050000000000000044e-01,2.500000000000000139e-02,7.262500836004178728e-01,-2.594102167565885964e-01,0.000000000000000000e+00,6.444332870968452198e-01
5.150000000000000133e-01,2.500000000000000139e-02,7.276549568557781900e-01,-2.590394645932425632e-01,0.000000000000000000e+00,6.447513706378359410e-01
5.250000000000000222e-01,2.500000000000000139e-02,7.289600395735125193e-01,-2.578454326596213431e-01,0.000000000000000000e+00,6.457361994924508686e-01
5.350000000000000311e-01,2.500000000000000139e-02,7.315241177133322559e-01,-2.544543231405753114e-01,0.000000000000000000e+00,6.485096774208360948e-01
5.450000000000000400e-01,2.500000000000000139e-02,7.368684243583940585e-01,-2.467274644273839967e-01,0.000000000000000000e+00,6.548486807298025125e-01
5.550000000000000488e-01,2.500000000000000139e-02,7.465193865542396612e-01,-2.325264281030744729e-01,0.000000000000000000e+00,6.666288660041227443e-01
5.650000000000000577e-01,2.500000000000000139e-02,7.613626816799997643e-01,-2.108065801962873131e-01,0.000000000000000000e+00,6.849982884224901092e-01
5.750000000000000666e-01,2.500000000000000139e-02,7.812928271326651242e-01,-1.821201630980478492e-01,0.000000000000000000e+00,7.099331800151228444e-01
5.849999999999999645e-01,2.500000000000000139e-02,8.053647085341258949e-01,-1.482453568281771883e-01,0.000000000000000000e+00,7.403914657943930777e-01
5.949999999999999734e-01,2.500000000000000139e-02,8.321784404662231349e-01,-1.114662283970570544e-01,0.000000000000000000e+00,7.747386669062392706e-01
6.049999999999999822e-01,2.500000000000000139e-02,8.602002087237673456e-01,-7.403145686109605106e-02,0.000000000000000000e+00,8.111040624803553811e-01
6.149999999999999911e-01,2.500000000000000139e-02,8.879382567259238579e-01,-3.790868911636969402e-02,0.000000000000000000e+00,8.475791025204510998e-01
6.250000000000000000e-01,2.500000000000000139e-02,9.140284538194781705e-01,-4.715776566872702073e-03,0.000000000000000000e+00,8.823275368626288806e-01
6.350000000000000089e-01,2.500000000000000139e-02,9.373028550307982432e-01,2.430144109178291115e-02,0.000000000000000000e+00,9.136947685891350091e-01
6.450000000000000178e-01,2.500000000000000139e-02,9.568859928407743576e-01,4.831104315675403826e-02,0.000000000000000000e+00,9.403612478636885763e-01
6.550000000000000266e-01,2.500000000000000139e-02,9.722963861322454493e-01,6.695981259230350535e-02,0.000000000000000000e+00,9.615253535377172867e-01
6.650000000000000355e-01,2.500000000000000139e-02,9.835219481444583689e-01,8.041777493173560276e-02,0.000000000000000000e+00,9.770459506032236341e-01
6.750000000000000444e-01,2.500000000000000139e-02,9.910109334209782350e-01,8.934104049648064483e-02,0.000000000000000000e+00,9.874514775835462332e-01
6.850000000000000533e-01,2.500000000000000139e-02,9.955406307548225753e-01,9.471861131699831071e-02,0.000000000000000000e+00,9.937663150884478158e-01
6.950000000000000622e-01,2.500000000000000139e-02,9.980031174243445546e-01,9.763640247857663379e-02,0.000000000000000000e+00,9.972063751419424360e-01
7.050000000000000711e-01,2.500000000000000139e-02,9.991980139173736175e-01,9.905096564411938753e-02,0.000000000000000000e+00,9.988775651257225663e-01
7.149999999999999689e-01,2.500000000000000139e-02,9.997127760960596854e-01,9.966014145161576632e-02,0.000000000000000000e+00,9.995979338614690013e-01
7.249999999999999778e-01,2.500000000000000139e-02,9.999087847462027057e-01,9.989207198664784570e-02,0.000000000000000000e+00,9.998723037465481189e-01
7.349999999999999867e-01,2.500000000000000139e-02,9.999744701519694967e-01,9.996979265831888728e-02,0.000000000000000000e+00,9.999642586404025035e-01
7.449999999999999956e-01,2.500000000000000139e-02,9.999937477594487145e-01,9.999260225036084304e-02,0.000000000000000000e+00,9.999912468907010688e-01
7.550000000000000044e-01,2.500000000000000139e-02,9.999986720672379148e-01,9.999842876892738042e-02,0.000000000000000000e+00,9.999981408954621287e-01
7.650000000000000133e-01,2.500000000000000139e-02,9.999997581298286642e-01,9.999971381536322534e-02,0.000000000000000000e+00,9.999996613818076252e-01
7.750000000000000222e-01,2.500000000000000139e-02,9.999999627690142612e-01,9.999995594770420826e-02,0.000000000000000000e+00,9.999999478766214978e-01
7.850000000000000311e-01,2.500000000000000139e-02,9.999999952504273759e-01,9.999999438022985632e-02,0.000000000000000000e+00,9.999999933505981931e-01
7.950000000000000400e-01,2.500000000000000139e-02,9.999999995113014739e-01,9.999999942176417134e-02,0.000000000000000000e+00,9.999999993158220635e-01
8.050000000000000488e-01,2.500000000000000139e-02,9.999999999610277301e-01,9.999999995388743346e-02,0.000000000000000000e+00,9.999999999454387556e-01
8.150000000000000577e-01,2.500000000000000139e-02,9.999999999977396969e-01,9.999999999732554767e-02,0.000000000000000000e+00,9.999999999968354203e-01
8.250000000000000666e-01,2.500000000000000139e-02,9.999999999999152900e-01,9.999999999989962751e-02,0.000000000000000000e+00,9.999999999998810951e-01
8.350000000000000755e-01,2.500000000000000139e-02,9.999999999999984457e-01,9.999999999999809042e-02,0.000000000000000000e+00,9.999999999999976685e-01
8.449999999999999734e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.549999999999999822e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.649999999999999911e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.750000000000000000e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.850000000000000089e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.950000000000000178e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.050000000000000266e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.150000000000000355e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.250000000000000444e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.350000000000000533e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.450000000000000622e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.550000000000000711e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.649999999999999689e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.749999999999999778e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.849999999999999867e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.949999999999999956e-01,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00
